"","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","specialTeamsPlayType","specialTeamsResult","kickerId","returnerId","kickBlockerId","yardlineSide","yardlineNumber","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","preSnapHomeScore","preSnapVisitorScore","passResult","kickLength","kickReturnYardage","playResult","absoluteYardlineNumber","distance","result","seconds","season","week","gameDate","gameTimeEastern","homeTeamAbbr","visitorTeamAbbr","score_diff","height","weight","birthDate","collegeName","Position","displayName"
"455",2018110100,3470,"(4:03) R.Gould 25 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",4,4,7,"SF","Field Goal","Kick Attempt Good","30403",NA,NA,"OAK",7,4M 3S,NA,NA,NA,31,3,NA,25,NA,0,17,25,"1",243,2018,9,"11/01/2018","20:20:00","SF","OAK",28,"6-0",190,"1982-12-06","Penn State","K","Robbie Gould"
"456",2018110400,662,"(5:05) (Field Goal formation) J.Tucker 23 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",1,4,5,"BAL","Field Goal","Kick Attempt Good","39470",NA,NA,"PIT",5,5M 5S,NA,NA,NA,0,0,NA,23,NA,0,15,23,"1",3005,2018,9,"11/04/2018","13:00:00","BAL","PIT",0,"6-1",183,"1989-11-21","Texas","K","Justin Tucker"
"457",2018110400,1622,"(4:40) (Field Goal formation) J.Tucker 23 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",2,4,3,"BAL","Field Goal","Kick Attempt Good","39470",NA,NA,"PIT",5,4M 40S,NA,NA,NA,3,14,NA,23,NA,0,105,23,"1",2080,2018,9,"11/04/2018","13:00:00","BAL","PIT",-11,"6-1",183,"1989-11-21","Texas","K","Justin Tucker"
"458",2018110400,3610,"(8:29) (Field Goal formation) C.Boswell 29 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,4,11,"PIT","Field Goal","Kick Attempt Good","41953",NA,NA,"BAL",11,8M 29S,NA,NA,NA,13,20,NA,29,NA,0,21,29,"1",509,2018,9,"11/04/2018","13:00:00","BAL","PIT",7,"6-2",185,"1991-03-16","Rice","K","Chris Boswell"
"459",2018110400,3876,"(5:27) (Field Goal formation) J.Tucker 37 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",4,4,5,"BAL","Field Goal","Kick Attempt Good","39470",NA,NA,"PIT",19,5M 27S,NA,NA,NA,13,23,NA,37,NA,0,91,37,"1",327,2018,9,"11/04/2018","13:00:00","BAL","PIT",-10,"6-1",183,"1989-11-21","Texas","K","Justin Tucker"
"460",2018110401,2989,"(11:06) S.Hauschka 41 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Schmidt.",3,4,7,"BUF","Field Goal","Kick Attempt Good","33469",NA,NA,"CHI",23,11M 6S,NA,NA,NA,0,28,NA,41,NA,0,87,41,"1",1566,2018,9,"11/04/2018","13:00:00","BUF","CHI",-28,"76",210,"1985-06-29","North Carolina State","K","Stephen Hauschka"
"461",2018110401,3172,"(8:16) C.Parkey 23 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",3,4,2,"CHI","Field Goal","Kick Attempt Good","41688",NA,NA,"BUF",5,8M 16S,NA,NA,NA,3,28,NA,23,NA,0,15,23,"1",1396,2018,9,"11/04/2018","13:00:00","BUF","CHI",25,"6-0",190,"1992-02-19","Auburn","K","Cody Parkey"
"462",2018110401,3790,"(13:38) C.Parkey 45 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,4,9,"CHI","Field Goal","Kick Attempt Good","41688",NA,NA,"BUF",27,13M 38S,NA,NA,NA,3,31,NA,45,NA,0,83,45,"1",818,2018,9,"11/04/2018","13:00:00","BUF","CHI",28,"6-0",190,"1992-02-19","Auburn","K","Cody Parkey"
"463",2018110403,735,"(2:45) (Field Goal formation) G.Joseph 51 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,4,16,"CLE","Field Goal","Kick Attempt Good","46634",NA,NA,"KC",33,2M 45S,NA,NA,NA,0,7,NA,51,NA,0,43,51,"1",2865,2018,9,"11/04/2018","13:00:00","CLE","KC",-7,"6-0",210,"1994-08-04","Florida Atlantic","K","Greg Joseph"
"464",2018110403,3417,"(9:30) (Field Goal formation) H.Butker 39 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,4,9,"KC","Field Goal","Kick Attempt Good","45046",NA,NA,"CLE",21,9M 30S,NA,NA,NA,21,34,NA,39,NA,0,89,39,"1",570,2018,9,"11/04/2018","13:00:00","CLE","KC",13,"6-4",205,"1995-07-14","Georgia Tech","K","Harrison Butker"
"465",2018110404,928,"(12:44) (Field Goal formation) J.Sanders 43 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",2,4,9,"MIA","Field Goal","Kick Attempt Good","46298",NA,NA,"NYJ",25,12M 44S,NA,NA,NA,0,0,NA,43,NA,0,35,43,"1",2564,2018,9,"11/04/2018","13:00:00","MIA","NYJ",0,"5-11",186,"1995-11-16","New Mexico","K","Jason Sanders"
"466",2018110404,1637,"(1:14) (Field Goal formation) J.Sanders 27 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",2,4,2,"MIA","Field Goal","Kick Attempt Good","46298",NA,NA,"NYJ",9,1M 14S,NA,NA,NA,3,0,NA,27,NA,0,19,27,"1",1874,2018,9,"11/04/2018","13:00:00","MIA","NYJ",3,"5-11",186,"1995-11-16","New Mexico","K","Jason Sanders"
"467",2018110404,1861,"(:25) (Field Goal formation) J.Myers 48 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,4,2,"NYJ","Field Goal","Kick Attempt Good","41175",NA,NA,"MIA",30,25S,NA,NA,NA,6,0,NA,48,NA,0,80,48,"1",1825,2018,9,"11/04/2018","13:00:00","MIA","NYJ",-6,"5-10",190,"1991-05-12","Marist","K","Jason Myers"
"468",2018110404,2823,"(12:45) (Field Goal formation) J.Myers 50 yard field goal is No Good, Wide Right, Center-T.Hennessy, Holder-L.Edwards.",4,4,19,"NYJ","Field Goal","Kick Attempt No Good","41175",NA,NA,"MIA",32,12M 45S,NA,NA,NA,6,3,NA,50,NA,-8,78,50,"0",765,2018,9,"11/04/2018","13:00:00","MIA","NYJ",-3,"5-10",190,"1991-05-12","Marist","K","Jason Myers"
"469",2018110404,3242,"(6:03) (Field Goal formation) J.Myers 56 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,4,6,"NYJ","Field Goal","Kick Attempt Good","41175",NA,NA,"MIA",38,6M 3S,NA,NA,NA,13,3,NA,56,NA,0,72,56,"1",363,2018,9,"11/04/2018","13:00:00","MIA","NYJ",-10,"5-10",190,"1991-05-12","Marist","K","Jason Myers"
"470",2018110405,928,"(13:20) M.Prater 35 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,4,17,"DET","Field Goal","Kick Attempt Good","31446",NA,NA,"MIN",17,13M 20S,NA,NA,NA,7,0,NA,35,NA,0,27,35,"1",2600,2018,9,"11/04/2018","13:00:00","MIN","DET",-7,"5-10",201,"1984-08-10","Central Florida","K","Matt Prater"
"471",2018110405,1302,"(4:48) M.Prater 35 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,4,14,"DET","Field Goal","Kick Attempt Good","31446",NA,NA,"MIN",16,4M 48S,NA,NA,NA,7,3,NA,35,NA,0,26,35,"1",2088,2018,9,"11/04/2018","13:00:00","MIN","DET",-4,"5-10",201,"1984-08-10","Central Florida","K","Matt Prater"
"472",2018110405,1819,"(:08) D.Bailey 39 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",2,3,16,"MIN","Field Goal","Kick Attempt Good","38134",NA,NA,"DET",21,8S,NA,NA,NA,14,6,NA,39,NA,0,89,39,"1",1808,2018,9,"11/04/2018","13:00:00","MIN","DET",8,"6-0",190,"1988-01-26","Oklahoma State","K","Dan Bailey"
"473",2018110405,3517,"(1:13) M.Prater 37 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",4,4,18,"DET","Field Goal","Kick Attempt Good","31446",NA,NA,"MIN",19,1M 13S,NA,NA,NA,24,6,NA,37,NA,0,29,37,"1",73,2018,9,"11/04/2018","13:00:00","MIN","DET",-18,"5-10",201,"1984-08-10","Central Florida","K","Matt Prater"
"474",2018110406,3513,"(7:13) G.Tavecchio 27 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",4,4,7,"ATL","Field Goal","Kick Attempt Good","38851",NA,NA,"WAS",9,7M 13S,NA,NA,NA,14,28,NA,27,NA,0,101,27,"1",433,2018,9,"11/04/2018","13:00:00","WAS","ATL",14,"5-10",182,"07/16/1990","California","K","Giorgio Tavecchio"
"475",2018110407,634,"(4:47) B.McManus 44 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",1,4,8,"DEN","Field Goal","Kick Attempt Good","40276",NA,NA,"HOU",26,4M 47S,NA,NA,NA,0,7,NA,44,NA,0,84,44,"1",2987,2018,9,"11/04/2018","16:05:00","DEN","HOU",-7,"6-3",201,"1991-07-25","Temple","K","Brandon McManus"
"476",2018110407,2096,"(:03) K.Fairbairn 46 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",2,2,3,"HOU","Field Goal","Kick Attempt Good","43846",NA,NA,"DEN",28,3S,NA,NA,NA,10,13,NA,46,NA,0,82,46,"1",1803,2018,9,"11/04/2018","16:05:00","DEN","HOU",3,"6-0",183,"1994-01-29","UCLA","K","Ka'imi Fairbairn"
"477",2018110407,2961,"(14:11) K.Fairbairn 37 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",4,4,12,"HOU","Field Goal","Kick Attempt Good","43846",NA,NA,"DEN",19,14M 11S,NA,NA,NA,17,16,NA,37,NA,0,91,37,"1",851,2018,9,"11/04/2018","16:05:00","DEN","HOU",-1,"6-0",183,"1994-01-29","UCLA","K","Ka'imi Fairbairn"
"478",2018110407,4022,"(:03) B.McManus 51 yard field goal is No Good, Wide Right, Center-C.Kreiter, Holder-C.Wadman.",4,3,6,"DEN","Field Goal","Kick Attempt No Good","40276",NA,NA,"HOU",33,3S,NA,NA,NA,17,19,NA,51,NA,-8,43,51,"0",3,2018,9,"11/04/2018","16:05:00","DEN","HOU",-2,"6-3",201,"1991-07-25","Temple","K","Brandon McManus"
"479",2018110408,1393,"(5:55) S.Janikowski 51 yard field goal is No Good, Hit Right Upright, Center-T.Ott, Holder-M.Dickson.",2,4,8,"SEA","Field Goal","Kick Attempt No Good","25326",NA,NA,"LAC",33,5M 55S,NA,NA,NA,7,12,NA,51,NA,-8,43,51,"0",2155,2018,9,"11/04/2018","16:05:00","SEA","LAC",-5,"6-1",258,"03/02/1978","Florida State","K","Sebastian Janikowski"
"480",2018110408,2180,"(:04) S.Janikowski 44 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",2,2,15,"SEA","Field Goal","Kick Attempt Good","25326",NA,NA,"LAC",26,4S,NA,NA,NA,7,19,NA,44,NA,0,36,44,"1",1804,2018,9,"11/04/2018","16:05:00","SEA","LAC",-12,"6-1",258,"03/02/1978","Florida State","K","Sebastian Janikowski"
"481",2018110408,2586,"(7:18) C.Sturgis 42 yard field goal is No Good, Wide Left, Center-M.Windt, Holder-D.Jones.",3,4,4,"LAC","Field Goal","Kick Attempt No Good","40114",NA,NA,"SEA",24,7M 18S,NA,NA,NA,10,19,NA,42,NA,-8,86,42,"0",1338,2018,9,"11/04/2018","16:05:00","SEA","LAC",9,"5-9",192,"08/09/1989","Florida","K","Caleb Sturgis"
"482",2018110409,1183,"(13:14) (Field Goal formation) J.Hekker right end pushed ob at NO 13 for 3 yards (C.Robertson). The Rams lined up in traditional field goal formation, but at the snap, #6. J.Hekker took the ball on a designed rushing play. Los Angeles Rams challenged the short of the line to gain ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1 at 13:06.)",2,4,4,"LA","Field Goal","Non-Special Teams Result",NA,NA,NA,"NO",16,13M 14S,NA,NA,NA,14,14,NA,NA,NA,3,26,NA,"0",2594,2018,9,"11/04/2018","16:25:00","NO","LA",0,NA,NA,NA,NA,NA,NA
"483",2018110409,1686,"(3:35) G.Zuerlein 51 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker.",2,4,10,"LA","Field Goal","Kick Attempt No Good","38701",NA,NA,"NO",33,3M 35S,NA,NA,NA,21,14,NA,51,NA,-8,43,51,"0",2015,2018,9,"11/04/2018","16:25:00","NO","LA",-7,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
"484",2018110409,2315,"(:02) (Field Goal formation) G.Zuerlein 56 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",2,3,5,"LA","Field Goal","Kick Attempt Good","38701",NA,NA,"NO",38,2S,NA,NA,NA,35,14,NA,56,NA,0,48,56,"1",1802,2018,9,"11/04/2018","16:25:00","NO","LA",-21,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
"485",2018110409,3111,"(1:34) (Field Goal formation) G.Zuerlein 34 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",3,4,4,"LA","Field Goal","Kick Attempt Good","38701",NA,NA,"NO",16,1M 34S,NA,NA,NA,35,24,NA,34,NA,0,94,34,"1",994,2018,9,"11/04/2018","16:25:00","NO","LA",-11,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
"486",2018110409,3729,"(6:28) W.Lutz 54 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,4,5,"NO","Field Goal","Kick Attempt Good","43689",NA,NA,"LA",35,6M 28S,NA,NA,NA,35,35,NA,54,NA,0,75,54,"1",388,2018,9,"11/04/2018","16:25:00","NO","LA",0,"5-11",184,"1994-07-07","Georgia State","K","Wil Lutz"
"487",2018110410,748,"(5:08) M.Crosby 29 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",1,4,11,"GB","Field Goal","Kick Attempt Good","32386",NA,NA,"NE",11,5M 8S,NA,NA,NA,7,0,NA,29,NA,0,21,29,"1",3008,2018,9,"11/04/2018","20:20:00","NE","GB",-7,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"488",2018110410,1280,"(13:32) S.Gostkowski 28 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",2,4,10,"NE","Field Goal","Kick Attempt Good","30932",NA,NA,"GB",10,13M 32S,NA,NA,NA,7,3,NA,28,NA,0,20,28,"1",2612,2018,9,"11/04/2018","20:20:00","NE","GB",4,"6-1",215,"1984-01-28","Memphis","K","Stephen Gostkowski"
"489",2018110500,299,"(10:35) (Field Goal formation) B.Maher 38 yard field goal is No Good, Wide Right, Center-L.Ladouceur, Holder-C.Jones.",1,4,7,"DAL","Field Goal","Kick Attempt No Good","40775",NA,NA,"TEN",20,10M 35S,NA,NA,NA,0,0,NA,38,NA,-8,90,38,"0",3335,2018,9,"11/05/2018","20:15:00","DAL","TEN",0,"6-1",185,"1989-11-21","Nebraska","K","Brett Maher"
"490",2018110500,3100,"(11:02) (Field Goal formation) R.Succop 28 yard field goal is No Good, Hit Left Upright, Center-B.Brinkley, Holder-B.Kern.",4,4,9,"TEN","Field Goal","Kick Attempt No Good","34707",NA,NA,"DAL",9,11M 2S,NA,NA,NA,14,21,NA,28,NA,-11,101,28,"0",662,2018,9,"11/05/2018","20:15:00","DAL","TEN",7,"6-2",218,"1986-09-19","South Carolina","K","Ryan Succop"
"491",2018110800,1212,"(9:51) (Field Goal formation) C.Boswell 50 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,4,17,"PIT","Field Goal","Kick Attempt Good","41953",NA,NA,"CAR",32,9M 51S,NA,NA,NA,21,7,NA,50,NA,0,78,50,"1",2391,2018,10,"11/08/2018","20:20:00","PIT","CAR",14,"6-2",185,"1991-03-16","Rice","K","Chris Boswell"
"492",2018111100,2265,"(11:13) C.Parkey 41 yard field goal is No Good, Hit Right Upright, Center-P.Scales, Holder-P.O'Donnell.",3,4,7,"CHI","Field Goal","Kick Attempt No Good","41688",NA,NA,"DET",23,11M 13S,NA,NA,NA,26,10,NA,41,NA,-8,87,41,"0",1573,2018,10,"11/11/2018","13:00:00","CHI","DET",16,"6-0",190,"1992-02-19","Auburn","K","Cody Parkey"
"493",2018111100,2408,"(8:48) C.Parkey 34 yard field goal is No Good, Hit Right Upright, Center-P.Scales, Holder-P.O'Donnell.",3,4,5,"CHI","Field Goal","Kick Attempt No Good","41688",NA,NA,"DET",16,8M 48S,NA,NA,NA,26,10,NA,34,NA,-8,94,34,"0",1428,2018,10,"11/11/2018","13:00:00","CHI","DET",16,"6-0",190,"1992-02-19","Auburn","K","Cody Parkey"
"494",2018111101,2296,"(9:08) W.Lutz 29 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",3,4,1,"NO","Field Goal","Kick Attempt Good","43689",NA,NA,"CIN",11,9M 8S,NA,NA,NA,7,35,NA,29,NA,0,21,29,"1",1448,2018,10,"11/11/2018","13:00:00","CIN","NO",28,"5-11",184,"1994-07-07","Georgia State","K","Wil Lutz"
"495",2018111101,3015,"(11:25) W.Lutz 42 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,4,10,"NO","Field Goal","Kick Attempt Good","43689",NA,NA,"CIN",24,11M 25S,NA,NA,NA,7,45,NA,42,NA,0,86,42,"1",685,2018,10,"11/11/2018","13:00:00","CIN","NO",38,"5-11",184,"1994-07-07","Georgia State","K","Wil Lutz"
"496",2018111101,3242,"(7:22) W.Lutz 41 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,4,6,"NO","Field Goal","Kick Attempt Good","43689",NA,NA,"CIN",23,7M 22S,NA,NA,NA,7,48,NA,41,NA,0,87,41,"1",442,2018,10,"11/11/2018","13:00:00","CIN","NO",41,"5-11",184,"1994-07-07","Georgia State","K","Wil Lutz"
"497",2018111102,936,"(12:22) (Field Goal formation) G.Tavecchio 40 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",2,4,8,"ATL","Field Goal","Kick Attempt Good","38851",NA,NA,"CLE",22,12M 22S,NA,NA,NA,7,0,NA,40,NA,0,88,40,"1",2542,2018,10,"11/11/2018","13:00:00","CLE","ATL",-7,"5-10",182,"07/16/1990","California","K","Giorgio Tavecchio"
"498",2018111103,776,"(1:22) J.Sanders 37 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",1,4,16,"MIA","Field Goal","Kick Attempt Good","46298",NA,NA,"GB",19,1M 22S,NA,NA,NA,7,0,NA,37,NA,0,29,37,"1",2782,2018,10,"11/11/2018","16:25:00","GB","MIA",-7,"5-11",186,"1995-11-16","New Mexico","K","Jason Sanders"
"499",2018111103,1139,"(10:33) J.Sanders 25 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack. Penalty on GB-J.Jackson, Defensive Offside, declined.",2,4,7,"MIA","Field Goal","Kick Attempt Good","46298",NA,NA,"GB",7,10M 33S,"DOF","GB 37",0,14,3,NA,25,NA,0,103,25,"1",2433,2018,10,"11/11/2018","16:25:00","GB","MIA",-11,"5-11",186,"1995-11-16","New Mexico","K","Jason Sanders"
"500",2018111103,1605,"(2:54) J.Sanders 47 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",2,4,2,"MIA","Field Goal","Kick Attempt Good","46298",NA,NA,"GB",29,2M 54S,NA,NA,NA,14,6,NA,47,NA,0,81,47,"1",1974,2018,10,"11/11/2018","16:25:00","GB","MIA",-8,"5-11",186,"1995-11-16","New Mexico","K","Jason Sanders"
"501",2018111103,2401,"(11:43) J.Sanders 40 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",3,4,4,"MIA","Field Goal","Kick Attempt Good","46298",NA,NA,"GB",22,11M 43S,NA,NA,NA,14,9,NA,40,NA,0,32,40,"1",1603,2018,10,"11/11/2018","16:25:00","GB","MIA",-5,"5-11",186,"1995-11-16","New Mexico","K","Jason Sanders"
"502",2018111103,3407,"(8:57) M.Crosby 38 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,4,7,"GB","Field Goal","Kick Attempt Good","32386",NA,NA,"MIA",20,8M 57S,NA,NA,NA,28,12,NA,38,NA,0,30,38,"1",537,2018,10,"11/11/2018","16:25:00","GB","MIA",16,"6-1",207,"1984-09-03","Colorado","K","Mason Crosby"
"503",2018111104,2126,"(:09) J.Lambo 28 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",2,4,10,"JAX","Field Goal","Kick Attempt Good","43068",NA,NA,"IND",10,9S,NA,NA,NA,29,13,NA,28,NA,0,100,28,"1",1809,2018,10,"11/11/2018","13:00:00","IND","JAX",-16,"6-0",215,"1990-11-19","Texas A&amp;M","K","Josh Lambo"
"504",2018111104,2472,"(10:37) (Field Goal formation) L.Cooke pass short left to J.O'Shaughnessy to IND 26 for 4 yards (A.Walker). Indianapolis challenged the first down ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",3,4,4,"JAX","Field Goal","Non-Special Teams Result",NA,NA,NA,"IND",30,10M 37S,NA,NA,NA,29,16,"C",NA,NA,4,40,NA,"0",1537,2018,10,"11/11/2018","13:00:00","IND","JAX",-13,NA,NA,NA,NA,NA,NA
"505",2018111104,2977,"(1:02) J.Lambo 52 yard field goal is No Good, Wide Left, Center-M.Overton, Holder-L.Cooke.",3,4,3,"JAX","Field Goal","Kick Attempt No Good","43068",NA,NA,"IND",34,1M 2S,NA,NA,NA,29,23,NA,52,NA,-8,44,52,"0",962,2018,10,"11/11/2018","13:00:00","IND","JAX",-6,"6-0",215,"1990-11-19","Texas A&amp;M","K","Josh Lambo"
"506",2018111104,3730,"(4:08) J.Lambo 55 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",4,4,11,"JAX","Field Goal","Kick Attempt Good","43068",NA,NA,"IND",37,4M 8S,NA,NA,NA,29,23,NA,55,NA,0,73,55,"1",248,2018,10,"11/11/2018","13:00:00","IND","JAX",-6,"6-0",215,"1990-11-19","Texas A&amp;M","K","Josh Lambo"
"507",2018111104,3889,"(2:58) A.Vinatieri 52 yard field goal is No Good, Wide Right, Center-L.Rhodes, Holder-R.Sanchez.",4,4,4,"IND","Field Goal","Kick Attempt No Good","21213",NA,NA,"JAX",34,2M 58S,NA,NA,NA,29,26,NA,52,NA,-8,44,52,"0",178,2018,10,"11/11/2018","13:00:00","IND","JAX",3,"72",212,"1972-12-28","South Dakota State","K","Adam Vinatieri"
"508",2018111105,761,"(3:05) H.Butker 45 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,4,21,"KC","Field Goal","Kick Attempt Good","45046",NA,NA,"ARI",27,3M 5S,NA,NA,NA,7,7,NA,45,NA,0,83,45,"1",2885,2018,10,"11/11/2018","13:00:00","KC","ARI",0,"6-4",205,"1995-07-14","Georgia Tech","K","Harrison Butker"
"509",2018111105,1110,"(12:35) H.Butker 46 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,4,11,"KC","Field Goal","Kick Attempt Good","45046",NA,NA,"ARI",28,12M 35S,NA,NA,NA,10,7,NA,46,NA,0,38,46,"1",2555,2018,10,"11/11/2018","13:00:00","KC","ARI",3,"6-4",205,"1995-07-14","Georgia Tech","K","Harrison Butker"
"510",2018111106,1030,"(13:57) S.Hauschka 54 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Schmidt.",2,4,6,"BUF","Field Goal","Kick Attempt Good","33469",NA,NA,"NYJ",36,13M 57S,NA,NA,NA,0,14,NA,54,NA,0,74,54,"1",2637,2018,10,"11/11/2018","13:00:00","NYJ","BUF",14,"76",210,"1985-06-29","North Carolina State","K","Stephen Hauschka"
"511",2018111106,2084,"(:02) J.Myers 55 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,1,10,"NYJ","Field Goal","Kick Attempt Good","41175",NA,NA,"BUF",37,2S,NA,NA,NA,0,31,NA,55,NA,0,47,55,"1",1802,2018,10,"11/11/2018","13:00:00","NYJ","BUF",-31,"5-10",190,"1991-05-12","Marist","K","Jason Myers"
"512",2018111106,3665,"(2:47) S.Hauschka 31 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Schmidt.",4,4,6,"BUF","Field Goal","Kick Attempt Good","33469",NA,NA,"NYJ",13,2M 47S,NA,NA,NA,10,38,NA,31,NA,0,23,31,"1",167,2018,10,"11/11/2018","13:00:00","NYJ","BUF",28,"76",210,"1985-06-29","North Carolina State","K","Stephen Hauschka"
"513",2018111107,811,"(:14) D.Hopkins 43 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",1,4,9,"WAS","Field Goal","Kick Attempt Good","40125",NA,NA,"TB",25,14S,NA,NA,NA,0,0,NA,43,NA,0,35,43,"1",2714,2018,10,"11/11/2018","13:00:00","TB","WAS",0,"6-2",203,"1990-10-01","Florida State","K","Dustin Hopkins"
"514",2018111107,1161,"(8:35) C.Catanzaro 30 yard field goal is No Good, Wide Right, Center-G.Sanborn, Holder-B.Anger.",2,4,4,"TB","Field Goal","Kick Attempt No Good","41736",NA,NA,"WAS",12,8M 35S,NA,NA,NA,0,3,NA,30,NA,-8,22,30,"0",2315,2018,10,"11/11/2018","13:00:00","TB","WAS",-3,"75",200,"1991-02-26","Clemson","K","Chandler Catanzaro"
"515",2018111107,1503,"(2:06) C.Catanzaro 33 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",2,4,13,"TB","Field Goal","Kick Attempt Good","41736",NA,NA,"WAS",15,2M 6S,NA,NA,NA,0,3,NA,33,NA,0,25,33,"1",1926,2018,10,"11/11/2018","13:00:00","TB","WAS",-3,"75",200,"1991-02-26","Clemson","K","Chandler Catanzaro"
"516",2018111107,1896,"(:24) D.Hopkins 43 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",2,4,4,"WAS","Field Goal","Kick Attempt Good","40125",NA,NA,"TB",25,24S,NA,NA,NA,3,3,NA,43,NA,0,85,43,"1",1824,2018,10,"11/11/2018","13:00:00","TB","WAS",0,"6-2",203,"1990-10-01","Florida State","K","Dustin Hopkins"
"517",2018111107,2540,"(4:12) C.Catanzaro 48 yard field goal is No Good, Wide Right, Center-G.Sanborn, Holder-B.Anger.",3,4,21,"TB","Field Goal","Kick Attempt No Good","41736",NA,NA,"WAS",30,4M 12S,NA,NA,NA,3,6,NA,48,NA,-8,80,48,"0",1152,2018,10,"11/11/2018","13:00:00","TB","WAS",-3,"75",200,"1991-02-26","Clemson","K","Chandler Catanzaro"
"518",2018111107,2974,"(12:06) D.Hopkins 26 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",4,4,4,"WAS","Field Goal","Kick Attempt Good","40125",NA,NA,"TB",8,12M 6S,NA,NA,NA,3,13,NA,26,NA,0,102,26,"1",726,2018,10,"11/11/2018","13:00:00","TB","WAS",10,"6-2",203,"1990-10-01","Florida State","K","Dustin Hopkins"
"519",2018111108,389,"(9:24) (Field Goal formation) S.Gostkowski 52 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",1,4,10,"NE","Field Goal","Kick Attempt Good","30932",NA,NA,"TEN",34,9M 24S,NA,NA,NA,7,0,NA,52,NA,0,44,52,"1",3264,2018,10,"11/11/2018","13:00:00","TEN","NE",-7,"6-1",215,"1984-01-28","Memphis","K","Stephen Gostkowski"
"520",2018111108,944,"(2:39) (Field Goal formation) R.Succop 33 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",1,4,5,"TEN","Field Goal","Kick Attempt Good","34707",NA,NA,"NE",15,2M 39S,NA,NA,NA,14,3,NA,33,NA,0,95,33,"1",2859,2018,10,"11/11/2018","13:00:00","TEN","NE",11,"6-2",218,"1986-09-19","South Carolina","K","Ryan Succop"
